amount,address
678859522, terra12644w3wanq8un00qkewyru4ewtnj2qvfdqs2m9
3790404700, terra12675ej3grek84zvg5kw363f7tvu3h8m3ymdasu
178335564, terra126d0s4vennhz9agw7kksglwqhfjuu0gqqq64tx
3694644501, terra126pwqwszfyhpmdcuzt5evmpgc0ynn6wevrk9el
17979640, terra126uggpayum08dwahnq29fmu4p9deqg8kp4uc23
0, terra126wmfj009ngqa7jvp6lszj033zevc5ff93xjnk
26626546, terra126y372x9qmnyvqrm6mqgwmahvpnstkd65xmcak
0, terra1272tdsctvjjus8p5u3u58l93dy2qpt0c0cauhr
33515119, terra1274w69h0q0vkjzpjlqay3zax56vzdq66p2q0qq
298359584, terra12754um5346sf4c93wg6wrwthwdeal9pjmm0nvt
1367657452, terra1279yvc4cfucc4jup60h9js8uxhqca7rrzn8lk8
0, terra127cz9hnjs9dxjg2txceyt5fk5kwh7tvd06cw7m
1296284819, terra127tp39mf9gxpht8zu0w45lh6z8p0fpa360e5y7
39529820, terra127tvj9sjcld2x4270vzjy494tpfcc0q2jfk4vx
73873880, terra127yg6kjftfnuvlwd9e63f6t3lfr77fxxrv45yx
25713278, terra127ywe3zquvp4hee4zw3c8urnqk7uj3pv4hw2qr
0, terra128597g6j0hvhnkv8fzgdlrw8tlq7gzquf6xkjq
27234666, terra1286dqpxn7lv6nwk745ekyvy9puk6rxxpltukre
0, terra128cx504xpejhc2n9tyxquhwstr8xna900xa7y3
0, terra128gey453wq0r8q2qt4nzfrcjwf3p088dnlyal9
